53,33756,34110,34347,34456,34440,34310,34079,33781,33461,33153,32885,32666,32484,32324,32177,32048,31945,31863,31801,31746,31696,31650,31610,31584,31589,1277,2019-10-22-17-31-16,A1
53,31656,31831,32146,32600,33149,33708,34191,34536,34723,34772,34709,34564,34360,34118,33865,33622,33406,33219,33044,32860,32653,32427,32199,31988,31809,1278,2019-10-22-17-31-16,A1
53,31654,31511,31382,31275,31217,31248,31401,31681,32065,32504,32943,33325,33616,33792,33851,33805,33671,33481,33275,33083,32920,32779,32651,32536,32435,1279,2019-10-22-17-31-17,A1
53,32357,32299,32255,32214,32168,32120,32082,32055,32040,32048,32105,32253,32514,32882,33310,33723,34048,34235,34286,34223,34068,33839,33561,33259,32967,1280,2019-10-22-17-31-17,A1
53,32719,32534,32408,32319,32244,32168,32091,32025,31965,31909,31851,31785,31720,31675,31689,31803,32042,32408,32871,33374,33862,34272,34562,34711,34720,1281,2019-10-22-17-31-17,A1
53,34610,34411,34162,33904,33656,33424,33208,33001,32805,32615,32433,32259,32087,31921,31765,31625,31506,31404,31320,31266,31281,31410,31681,32085,32567,1282,2019-10-22-17-31-18,A1
53,33049,33463,33766,33943,34009,33971,33843,33646,33413,33190,33008,32884,32806,32746,32686,32621,32557,32508,32470,32434,32384,32310,32219,32133,32088,1283,2019-10-22-17-31-18,A1
53,32123,32263,32517,32861,33249,33622,33917,34094,34139,34059,33882,33641,33377,33120,32889,32692,32521,32377,32257,32154,32063,31977,31894,31817,31754,1284,2019-10-22-17-31-18,A1
53,31710,31688,31678,31680,31712,31817,32043,32400,32863,33371,33847,34227,34478,34602,34617,34531,34361,34127,33862,33600,33363,33158,32970,32779,32584,1285,2019-10-22-17-31-18,A1
53,32392,32216,32065,31934,31810,31679,31538,31403,31296,31254,31307,31481,31784,32193,32657,33113,33493,33752,33867,33850,33732,33553,33351,33153,32972,1286,2019-10-22-17-31-19,A1
53,32817,32688,32579,32486,32398,32309,32210,32102,31998,31904,31829,31775,31738,31725,31753,31870,32116,32497,32981,33501,33980,34358,34608,34733,34748,1287,2019-10-22-17-31-19,A1
53,34659,34481,34234,33954,33680,33429,33207,33007,32817,32629,32450,32287,32145,32012,31876,31731,31586,31456,31356,31313,31356,31511,31794,32192,32662,1288,2019-10-22-17-31-19,A1
53,33137,33543,33825,33962,33968,33874,33706,33500,33284,33078,32897,32751,32638,32548,32461,32362,32240,32100,31959,31827,31714,31612,31522,31456,31449,1289,2019-10-22-17-31-20,A1
53,31549,31795,32187,32688,33227,33731,34145,34435,34597,34637,34569,34418,34220,34014,33837,33695,33576,33454,33308,33138,32956,32776,32601,32427,32251,1290,2019-10-22-17-31-20,A1
53,32074,31901,31753,31641,31586,31616,31759,32029,32408,32849,33283,33639,33871,33962,33929,33800,33601,33364,33117,32886,32694,32556,32466,32411,32365,1291,2019-10-22-17-31-20,A1
53,32316,32255,32191,32134,32083,32035,31981,31919,31869,31865,31958,32184,32539,32984,33447,33863,34179,34363,34410,34331,34142,33874,33574,33286,33044,1292,2019-10-22-17-31-21,A1
53,32851,32697,32561,32430,32303,32180,32062,31949,31839,31737,31649,31588,31559,31562,31611,31734,31967,32329,32805,33342,33853,34261,34529,34655,34663,1293,2019-10-22-17-31-21,A1
53,34583,34440,34251,34031,33798,33579,33381,33200,33022,32838,32648,32457,32280,32128,31990,31855,31711,31559,31426,31357,31400,31583,31902,32324,32787,1294,2019-10-22-17-31-21,A1
53,33225,33583,33817,33915,33878,33725,33497,33242,33008,32820,32684,32590,32515,32448,32388,32330,32273,32209,32134,32051,31973,31915,31884,31883,31932,1295,2019-10-22-17-31-22,A1
53,32059,32298,32658,33101,33562,33961,34236,34365,34359,34249,34066,33826,33553,33271,33012,32796,32625,32486,32353,32210,32063,31924,31810,31728,31666,1296,2019-10-22-17-31-22,A1
53,31608,31543,31480,31450,31493,31654,31955,32383,32897,33432,33921,34310,34563,34672,34645,34510,34308,34084,33873,33685,33515,33350,33180,33002,32821,1297,2019-10-22-17-31-22,A1
53,32640,32458,32271,32077,31888,31709,31555,31432,31355,31356,31469,31720,32101,32558,33017,33395,33639,33737,33714,33600,33421,33202,32975,32769,32606,1298,2019-10-22-17-31-23,A1
53,32498,32430,32378,32316,32237,32152,32074,32018,31980,31949,31914,31873,31847,31876,31999,32243,32602,33034,33483,33885,34192,34377,34429,34355,34168,1299,2019-10-22-17-31-23,A1
53,33905,33610,33317,33054,32833,32646,32482,32332,32200,32084,31978,31872,31758,31641,31531,31439,31374,31349,31385,31524,31803,32228,32765,33335,33849,1300,2019-10-22-17-31-23,A1
53,34234,34460,34542,34505,34386,34212,34007,33801,33614,33463,33339,33220,33083,32911,32707,32491,32281,32091,31912,31737,31575,31440,31362,31383,31529,1301,2019-10-22-17-31-24,A1
53,31801,32170,32586,32993,33332,33565,33672,33655,33531,33332,33103,32887,32708,32572,32463,32363,32263,32167,32088,32027,31975,31928,31876,31825,31784,1302,2019-10-22-17-31-24,A1
53,31759,31761,31809,31938,32186,32563,33044,33563,34033,34382,34569,34607,34521,34338,34083,33781,33464,33166,32920,32735,32599,32480,32358,32220,32075,1303,2019-10-22-17-31-24,A1
53,31938,31811,31689,31567,31441,31325,31250,31264,31407,31692,32101,32581,33071,33511,33847,34054,34126,34071,33924,33725,33524,33357,33229,33132,33047,1304,2019-10-22-17-31-25,A1
53,32962,32878,32794,32717,32639,32552,32452,32336,32214,32098,31996,31925,31916,32002,32211,32535,32930,33323,33639,33832,33892,33837,33695,33491,33250,1305,2019-10-22-17-31-25,A1
